I
1100 Generated by WorldEditor 1.6.0r1

1    297 1 0 PGUM Guam Intl
1302 city Agana
112  13.484160530  144.804862439  13.484300020  144.804745122
113  13.484236957  144.804562622
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_5D.pol 
111  13.478994868  144.796568200
111  13.478491162  144.796809245
111  13.478975140  144.797957244
112  13.478960565  144.798080912  13.478901010  144.798116761
111  13.478960565  144.798080912
111  13.478824389  144.798167577
112  13.478727865  144.798510178  13.478826118  144.798712250
111  13.478727865  144.798510178
111  13.479199995  144.799567481
112  13.479156577  144.799734000  13.479077039  144.799794140
111  13.479156577  144.799734000
111  13.478630630  144.800009635
111  13.478672538  144.800084422
112  13.478850213  144.800120963  13.478904539  144.800204760
111  13.478850213  144.800120963
111  13.481748410  144.806529171
112  13.482289061  144.806416692  13.482600156  144.806409462
111  13.482765659  144.806493403
111  13.484932886  144.808203361
111  13.484691853  144.807782144
112  13.484593294  144.807819894  13.484518565  144.807778269
111  13.484593294  144.807819894
111  13.482729935  144.806405741
112  13.482729935  144.806405741  13.482473325  144.806308141
111  13.482074378  144.806355375
111  13.481999026  144.806223648
112  13.481999026  144.806223648  13.481931800  144.806064400
111  13.482073570  144.805994475
111  13.482763843  144.805638625
111  13.482720112  144.805579212
111  13.482021632  144.805956320
112  13.481946280  144.806231397  13.482021909  144.806393114
111  13.481946280  144.806231397
111  13.482006561  144.806359249
111  13.481878464  144.806401867
112  13.481878464  144.806401867  13.481804645  144.806427171
111  13.481776244  144.806348155
111  13.481227833  144.805162224
111  13.481475691  144.805014275
111  13.481122360  144.804249868
111  13.480887818  144.804362067
111  13.478896828  144.800024014
112  13.478896828  144.800024014  13.478876056  144.799964863
111  13.478929563  144.799944297
111  13.479225601  144.799781369
111  13.479335996  144.799839585
111  13.479647365  144.799694045
111  13.479531309  144.799414607
111  13.479885138  144.799233245
111  13.479845510  144.799140100
111  13.480024199  144.799175789
111  13.479593972  144.798206117
111  13.479370352  144.797743300
111  13.479492069  144.797685084
111  13.479083737  144.799109494
111  13.478814106  144.798496991
112  13.478814106  144.798496991  13.478740157  144.798347621
111  13.478882551  144.798238659
111  13.479068380  144.798138361
112  13.479146712  144.798156675  13.479175763  144.798198770
111  13.479146712  144.798156675
111  13.479183914  144.798243470
111  13.479111809  144.798279555
111  13.479312995  144.798739028
111  13.479596058  144.798606719
113  13.479677936  144.798801574
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_4D.pol 
111  13.481961190  144.797015377
111  13.481878898  144.796828707
111  13.481094017  144.797224246
112  13.481094017  144.797224246  13.480949402  144.797274546
111  13.480874055  144.797139985
111  13.480827992  144.797039934
111  13.480579792  144.796500832
111  13.480320493  144.795937621
111  13.479593087  144.796283637
111  13.478994868  144.796568200
111  13.479492069  144.797685084
111  13.479370352  144.797743300
111  13.479593972  144.798206117
111  13.480861588  144.797568491
111  13.480955582  144.797521211
113  13.481355435  144.797320080
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_3L.pol 
111  13.478149435  144.784684869
111  13.478001796  144.784372194
111  13.477378276  144.784697052
113  13.477514922  144.785002460
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.479885138  144.799233245
111  13.479677936  144.798801574
111  13.479150928  144.799079458
113  13.479349811  144.799501335
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.479564758  144.798602801
111  13.479530796  144.798524026
111  13.479430605  144.798291635
111  13.479377277  144.798167940
111  13.479129076  144.798282366
113  13.479315898  144.798716444
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.478981529  144.799679897
111  13.478837836  144.799367199
111  13.478598880  144.799486773
113  13.478747410  144.799803977
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.488103887  144.796955744
111  13.487933118  144.796598939
111  13.487632555  144.795970945
111  13.487596007  144.795894582
111  13.487290459  144.795256174
111  13.487258057  144.795188473
111  13.487103064  144.794864630
111  13.487045489  144.794744334
111  13.486695135  144.794924373
111  13.486995714  144.795557871
111  13.487117916  144.795815423
111  13.487303136  144.796205791
111  13.487418919  144.796449815
111  13.487587051  144.796804168
111  13.487728925  144.797103180
113  13.487747069  144.797141421
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.488988257  144.798685775
111  13.488829808  144.798769708
111  13.488907928  144.798948283
111  13.489043739  144.799258736
111  13.489161816  144.799528651
111  13.489326918  144.799445710
111  13.489290925  144.799364945
113  13.489046179  144.798815749
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.488379119  144.797764168
111  13.488267673  144.797815840
111  13.488466981  144.798259433
113  13.488574833  144.798204424
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.488767435  144.797352607
111  13.488548104  144.797436684
111  13.488498057  144.797333470
111  13.488414704  144.797372639
111  13.488700029  144.798020229
111  13.488756498  144.797997772
111  13.488805852  144.798115877
113  13.489058791  144.797999966
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.488860523  144.799874758
111  13.488577508  144.800008477
111  13.488699725  144.800271509
113  13.488981813  144.800141150
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Cargo_Terminal.fac 
111  13.488818074  144.799494479
111  13.488673231  144.799559842
111  13.488801407  144.799845378
113  13.488938331  144.799782415
110  2 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Misc_Buildings/Blue_Warehouse.fac 
111  13.478586995  144.795949913
111  13.478525838  144.795822152
111  13.478439634  144.795642066
111  13.478421056  144.795603257
111  13.478083635  144.795775997
111  13.477927607  144.795855875
111  13.477990092  144.795992644
111  13.478080092  144.795948437
111  13.478225854  144.795876840
111  13.478370939  144.795805576
111  13.478415848  144.795902688
113  13.478465637  144.796010353
110  1 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Fence_Facades/Fenced_Parking.fac 
111  13.478528701  144.795981019
111  13.478465637  144.796010353
111  13.478374840  144.795794565
111  13.477744278  144.796125283
111  13.477903710  144.796475809
111  13.478070159  144.796579394
111  13.478350211  144.796453451
113  13.478667655  144.796302734
110  1 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Fence_Facades/Fenced_Parking.fac 
111  13.481696764  144.804911814
111  13.481343432  144.804147408
111  13.481122360  144.804249868
113  13.481475691  144.805014275
110  1 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Fence_Facades/Fenced_Parking.fac 
111  13.491581319  144.802918301
111  13.491281721  144.803034259
111  13.491231108  144.803134103
111  13.491314928  144.803592705
111  13.491812850  144.804526650
111  13.492246201  144.804297100
111  13.491892066  144.803531988
113  13.491716813  144.802991058
110  1 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Fence_Facades/Fenced_Parking.fac 
111  13.489845328  144.800325714
111  13.489455620  144.800502168
111  13.489806893  144.801288725
111  13.489928812  144.801425616
113  13.490356918  144.801444342
110  1 0.00 0.0000 Polygon from DSF lib/airport/Common_Elements/Fence_Facades/Fenced_Parking.fac 
111  13.494603135  144.806394704
111  13.492322212  144.802146295
111  13.492172903  144.802225255
111  13.491920840  144.802486591
111  13.491889451  144.802633605
111  13.491928484  144.802850978
111  13.492097723  144.803052119
111  13.493833196  144.806423161
113  13.494083126  144.806547337
110 1 0.25 155.0000 A
111  13.47860802  144.78381391
111  13.47852499  144.78385212
112  13.47849385  144.78405704  13.47842413  144.78411530
111  13.47849385  144.78405704
111  13.47731502  144.78467276
111  13.47767774  144.78545533
111  13.47776214  144.78540182
112  13.47781507  144.78511366  13.47794769  144.78503315
111  13.47781507  144.78511366
111  13.47872427  144.78465899
112  13.47872427  144.78465899  13.47887741  144.78462912
111  13.47894181  144.78478429
113  13.47903377  144.78474587
111  13.47751492  144.78500246
111  13.47737828  144.78469705
111  13.47800180  144.78437219
113  13.47814944  144.78468487
110 1 0.25 155.0000 A
111  13.47929648  144.78276110
111  13.47952124  144.78341717
112  13.47947020  144.78359212  13.47938871  144.78365291
111  13.47947020  144.78359212
111  13.47925698  144.78372005
112  13.47925698  144.78372005  13.47914992  144.78376112
111  13.47910228  144.78367522
111  13.47900712  144.78371845
111  13.47937606  144.78451824
111  13.47946169  144.78446470
112  13.47947658  144.78429631  13.47955314  144.78425038
111  13.47947658  144.78429631
111  13.47969137  144.78418040
112  13.47969137  144.78418040  13.47981685  144.78412136
111  13.47989128  144.78423070
113  13.48022209  144.78478591
110 1 0.25 155.0000 B
111  13.47938918  144.78551705 53 102
112  13.47926364  144.78582917  13.47911046  144.78593508
111  13.47926364  144.78582917 53 102
111  13.47897338  144.78597320 53 102
111  13.47863176  144.78614271 53 102
111  13.47850048  144.78620786
111  13.47846069  144.78612670
111  13.47831366  144.78619572
112  13.47831366  144.78619572  13.47819414  144.78623910
111  13.47807897  144.78610642
111  13.47798904  144.78614469
111  13.47832087  144.78686816
111  13.47839549  144.78683411
112  13.47847269  144.78656420  13.47858869  144.78648829
111  13.47847269  144.78656420
111  13.47862966  144.78648733
111  13.47859614  144.78639878 53 102
111  13.47872025  144.78633676 53 102
111  13.47906216  144.78616589 53 102
111  13.47934518  144.78602445
112  13.47934518  144.78602445  13.47953005  144.78595384 53 102
113  13.47964987  144.78608789
110 1 0.25 155.0000 C
111  13.48314780  144.79118608
111  13.48227867  144.78928480
111  13.48249308  144.78993160
112  13.48244778  144.79010916  13.48236703  144.79016415
111  13.48244778  144.79010916
111  13.48220152  144.79023433
112  13.48220152  144.79023433  13.48211312  144.79026799
111  13.48205433  144.79015864
111  13.48197183  144.79019133
111  13.48231758  144.79095330
111  13.48239117  144.79091255
112  13.48244212  144.79072917  13.48254798  144.79067642
111  13.48244212  144.79072917
111  13.48266250  144.79062238
112  13.48266250  144.79062238  13.48276128  144.79058056
113  13.48283275  144.79067095
110 1 0.25 155.0000 D
111  13.48546609  144.79625749
111  13.48461288  144.79439103
111  13.48481025  144.79498327
112  13.48474837  144.79517440  13.48466369  144.79522370
111  13.48474837  144.79517440
111  13.48457004  144.79526692
112  13.48457004  144.79526692  13.48444701  144.79532608
111  13.48436111  144.79521409
111  13.48427891  144.79524227
111  13.48462827  144.79602418
111  13.48472303  144.79597675
112  13.48474814  144.79578468  13.48483443  144.79572552
111  13.48474814  144.79578468
111  13.48497260  144.79567033
112  13.48497260  144.79567033  13.48507966  144.79564404
113  13.48513130  144.79571659
110 1 0.25 155.0000 D
111  13.48249812  144.79697516
111  13.48225185  144.79642901 53 102
112  13.48210749  144.79672009  13.48194315  144.79680359
111  13.48210749  144.79672009 53 102
111  13.48187890  144.79682871 54
111  13.48196119  144.79701538 53 102
111  13.48218958  144.79691512
114  13.48218958  144.79691512  13.48237181  144.79683228 53 102
110 1 0.25 155.0000 D
111  13.48394933  144.79549273 53 102
112  13.48382806  144.79581987  13.48368412  144.79592172
111  13.48382806  144.79581987 53 102
111  13.48353348  144.79597180 53 102
111  13.48319386  144.79614696 53 102
111  13.48307015  144.79621077
111  13.48303367  144.79612808
111  13.48287725  144.79620669
112  13.48287725  144.79620669  13.48276633  144.79624200
111  13.48266049  144.79610955
111  13.48256471  144.79614886
111  13.48290365  144.79688874
111  13.48298536  144.79684376
112  13.48304712  144.79656591  13.48315538  144.79651223
111  13.48304712  144.79656591
111  13.48318746  144.79648917
111  13.48315387  144.79640728 53 102
111  13.48328128  144.79634049 53 102
111  13.48362093  144.79616244 53 102
111  13.48389116  144.79602079
112  13.48389116  144.79602079  13.48407471  144.79596376 53 102
113  13.48421790  144.79608036
110 1 0.25 155.0000 E
111  13.48777682  144.80131924
111  13.48690462  144.79940076
111  13.48710623  144.80000965
112  13.48704435  144.80020078  13.48695967  144.80025007
111  13.48704435  144.80020078
111  13.48686602  144.80029330
112  13.48686602  144.80029330  13.48674299  144.80035245
111  13.48665709  144.80024047
111  13.48657489  144.80026865
111  13.48693151  144.80104459
111  13.48701901  144.80100313
112  13.48704412  144.80081106  13.48713041  144.80075190
111  13.48704412  144.80081106
111  13.48726858  144.80069670
112  13.48726858  144.80069670  13.48737563  144.80067041
113  13.48742728  144.80074296
110 1 0.25 155.0000 E
111  13.48623688  144.80049890 53 102
112  13.48611164  144.80082910  13.48596770  144.80093095
111  13.48611164  144.80082910 53 102
111  13.48581706  144.80098104 53 102
111  13.48547744  144.80115620 53 102
111  13.48535373  144.80122000
111  13.48531725  144.80113732
111  13.48516084  144.80121592
112  13.48516084  144.80121592  13.48504991  144.80125123
111  13.48494407  144.80111878
111  13.48485119  144.80115660
111  13.48519014  144.80189647
111  13.48526894  144.80185299
112  13.48533070  144.80157514  13.48543896  144.80152146
111  13.48533070  144.80157514
111  13.48547104  144.80149840
111  13.48543745  144.80141651 53 102
111  13.48556486  144.80134972 53 102
111  13.48590452  144.80117167 53 102
111  13.48617474  144.80103002
112  13.48617474  144.80103002  13.48635829  144.80097299 53 102
113  13.48650545  144.80108654
110 1 0.25 35.0000 F
111  13.48739089  144.80181982
111  13.48729736  144.80186240
111  13.48784360  144.80304128
111  13.48792941  144.80301206
111  13.48931489  144.80403785
111  13.48945694  144.80414303
111  13.48962271  144.80392141
111  13.48856529  144.80303716
111  13.48833205  144.80252898
112  13.48820319  144.80258472  13.48810259  144.80250773
113  13.48820319  144.80258472
110 1 0.25 155.0000 G
111  13.48800650  144.80491147
111  13.48813417  144.80485451
111  13.48807197  144.80471770
111  13.48815086  144.80468151
111  13.48775740  144.80381406 53 102
112  13.48764135  144.80417792  13.48748397  144.80426977
111  13.48764135  144.80417792 53 102
111  13.48734246  144.80432575 53 102
111  13.48700230  144.80449401 53 102
111  13.48674244  144.80462254
112  13.48674244  144.80462254  13.48658081  144.80469471 53 102
111  13.48639304  144.80453596
111  13.48675475  144.80531774 53 102
112  13.48690337  144.80500311  13.48706925  144.80489814
111  13.48690337  144.80500311 53 102
111  13.48717125  144.80486984 53 102
111  13.48751394  144.80469934 53 102
113  13.48784232  144.80453596
110 1 0.25 155.0000 G
111  13.48931489  144.80403785
111  13.48792941  144.80301206
111  13.48821061  144.80360701
111  13.48812519  144.80364262
111  13.48861891  144.80473054
111  13.48870424  144.80468503
112  13.48880186  144.80419906  13.48906673  144.80398831
111  13.48880186  144.80419906
111  13.48909162  144.80404357
114  13.48909162  144.80404357  13.48921149  144.80398989
110 1 0.25 35.0000 J
111  13.49044982  144.80857513
111  13.49038576  144.80859680
111  13.49112949  144.81022449
111  13.49120748  144.81017696
112  13.49142374  144.80987927  13.49179804  144.80989677
111  13.49142374  144.80987927
111  13.49214324  144.81019202
111  13.49222774  144.81022875
111  13.49240180  144.80981108
111  13.49220021  144.80971941
111  13.49118337  144.80925703
114  13.49118337  144.80925703  13.49061166  144.80896987
110 1 0.25 155.0000 J
111  13.49013497  144.80901643 53 102
112  13.49000981  144.80934400  13.48986324  144.80942005
111  13.49000981  144.80934400 53 102
111  13.48969919  144.80949651 53 102
111  13.48935699  144.80966452 53 102
111  13.48907372  144.80980359
112  13.48907372  144.80980359  13.48891684  144.80986783 53 102
111  13.48876309  144.80971031
111  13.48902474  144.81028401 53 102
111  13.48952867  144.81003798 53 102
111  13.48987183  144.80986925 53 102
111  13.49018792  144.80971383
112  13.49018792  144.80971383  13.49033317  144.80965137 53 102
113  13.49048590  144.80978075
110 1 0.25 155.0000 K
111  13.47915058  144.78153489
112  13.47878570  144.78112697  13.47856916  144.78106335
111  13.47833023  144.78117195
111  13.47792430  144.78135788
111  13.47820284  144.78194991
111  13.47828391  144.78190759
112  13.47833087  144.78173294  13.47842753  144.78167727
111  13.47833087  144.78173294
111  13.47856504  144.78161851
112  13.47856504  144.78161851  13.47866557  144.78157676
113  13.47875797  144.78171427
110 1 0.25 65.0000 K
111  13.47875797  144.78171427
111  13.47905330  144.78219053
111  13.47929648  144.78276110
111  13.48022209  144.78478591
111  13.48227867  144.78928480
111  13.48314780  144.79118608
111  13.48461288  144.79439103
111  13.48546609  144.79625749
111  13.48690462  144.79940076
111  13.48777682  144.80131924
111  13.48833205  144.80252898
111  13.48856529  144.80303716
111  13.48891856  144.80288689
111  13.48808973  144.80107513
113  13.47915058  144.78153489
110 1 0.25 65.0000 K
111  13.48812743  144.80034886
111  13.48800554  144.80040018
111  13.48814465  144.80072057
112  13.48814465  144.80072057  13.48824939  144.80098837
111  13.48808973  144.80107513
111  13.48891856  144.80288689
111  13.48856529  144.80303716
111  13.48962271  144.80392141
111  13.48945694  144.80414303
112  13.49011670  144.80497946  13.49036122  144.80544826
111  13.49011670  144.80497946
111  13.49218270  144.80885040
111  13.49245167  144.80951142
112  13.49245167  144.80951142  13.49252702  144.80977911
111  13.49220021  144.80971941
111  13.49240180  144.80981108
111  13.49222774  144.81022875
111  13.49297986  144.81000951
111  13.49278941  144.80964569
111  13.49310080  144.80945658
111  13.48949885  144.80264640
113  13.48899722  144.80223638
110 2 0.25 155.0000 Apron
111  13.49310080  144.80945658
111  13.49278941  144.80964569
111  13.49297986  144.81000951
111  13.49222774  144.81022875
111  13.49355930  144.81100133
111  13.49539634  144.80993118
111  13.49532209  144.80972064
112  13.49548587  144.80899886  13.49532175  144.80855349
111  13.49548587  144.80899886
111  13.49460312  144.80730261
111  13.49461556  144.80693608
111  13.49458278  144.80687448
111  13.49389323  144.80686789
111  13.49375321  144.80675467
111  13.49348716  144.80653890
111  13.49235617  144.80441254
111  13.49185495  144.80469306
111  13.49128090  144.80362891
111  13.49116902  144.80342152
111  13.49092285  144.80355313
111  13.49076447  144.80323931
111  13.49021110  144.80214284
111  13.48997207  144.80166922
111  13.48934666  144.80199468
111  13.48931146  144.80191792
111  13.48878644  144.80077280
111  13.48888576  144.80071644
111  13.48857751  144.80000848
111  13.48883781  144.79987463
111  13.48867717  144.79952837
111  13.48845424  144.79904786
111  13.48781163  144.79932884
111  13.48821749  144.80031617
111  13.48812743  144.80034886
111  13.48899722  144.80223638
113  13.48949885  144.80264640
110 2 0.25 155.0000 Apron
111  13.48135543  144.79732008
111  13.48095558  144.79752121 102
112  13.48109113  144.79760977  13.48113683  144.79770556
111  13.48109113  144.79760977 102
111  13.48314371  144.80216415 102
112  13.48308219  144.80234742  13.48298861  144.80239072 102
111  13.48291715  144.80229457 102
111  13.48086159  144.79756849
111  13.47959397  144.79820612
111  13.48002420  144.79917579
111  13.48015688  144.79947483
111  13.47903688  144.80003483
111  13.48073914  144.80377572
111  13.48082678  144.80373357
111  13.48088299  144.80384264
111  13.48138305  144.80358200
111  13.48133167  144.80347634
111  13.48179406  144.80322980
111  13.48193204  144.80355672
111  13.48183377  144.80360512
111  13.48188172  144.80372839 102
111  13.48196734  144.80369317
112  13.48193309  144.80385166  13.48186736  144.80389739
111  13.48193309  144.80385166
111  13.48134343  144.80414741
111  13.48169676  144.80491181
111  13.48226533  144.80461948
111  13.48268021  144.80551596
111  13.48272011  144.80557921
111  13.48276384  144.80563863
112  13.48305859  144.80565659  13.48325353  144.80557279
111  13.48305859  144.80565659 102
111  13.48423475  144.80505185 102
112  13.48452195  144.80513623  13.48459214  144.80527183
111  13.48452195  144.80513623 102
112  13.48504524  144.80563004  13.48537925  144.80574065 102
111  13.48578505  144.80556664 102
111  13.48584750  144.80553664 102
111  13.48615267  144.80539006
112  13.48615267  144.80539006  13.48625008  144.80534369 53 102
111  13.48636352  144.80543577
111  13.48615441  144.80497196 53 102
112  13.48605472  144.80519799  13.48594559  144.80526106
111  13.48605472  144.80519799 102
111  13.48576389  144.80534832 102
111  13.48566860  144.80539758 102
112  13.48511374  144.80545745  13.48488446  144.80538177 102
111  13.48468560  144.80505945 102
111  13.48357096  144.80258992
112  13.48357096  144.80258992  13.48350312  144.80244077 102
111  13.48367132  144.80230148 102
111  13.48421956  144.80201821 102
111  13.48451349  144.80186405
112  13.48451349  144.80186405  13.48463027  144.80181466 53 102
111  13.48475437  144.80191208
111  13.48453315  144.80142943 53
112  13.48441501  144.80167432  13.48429387  144.80173604
111  13.48441501  144.80167432 102
111  13.48412828  144.80181855 102
111  13.48358383  144.80209243 102
112  13.48327761  144.80196805  13.48320509  144.80182612
111  13.48327761  144.80196805 102
111  13.48133697  144.79771811
114  13.48133697  144.79771811  13.48123678  144.79750846 102
111  13.48423696  144.80456262 53 102
112  13.48416053  144.80486244  13.48401465  144.80497811
111  13.48416053  144.80486244 53 102
111  13.48394540  144.80497014 53 102
112  13.48360006  144.80481587  13.48351570  144.80461705
111  13.48360006  144.80481587
112  13.48360006  144.80481587  13.48356315  144.80473453 53 102
111  13.48376493  144.80459204 53 102
111  13.48396522  144.80449858 53 102
111  13.48307074  144.80258034 53 102
112  13.48338777  144.80267348  13.48348795  144.80285603
113  13.48338777  144.80267348 53 102
110 2 0.25 155.0000 Apron
111  13.47959309  144.79628364
111  13.47873949  144.79439052
111  13.47862313  144.79445209
111  13.47856410  144.79448332
111  13.47801663  144.79477301
111  13.47820144  144.79517715
111  13.47757245  144.79550191
111  13.47782899  144.79608408
111  13.47837484  144.79579456
111  13.47846564  144.79601035
111  13.47852870  144.79598102
111  13.47866766  144.79630273
111  13.47835021  144.79645345
111  13.47849116  144.79680924
113  13.47899487  144.79656820
110 1 0.25 65.0000 Pad
111  13.49089284  144.81173558
111  13.49120390  144.81242968
111  13.49161055  144.81224479
113  13.49100367  144.81092125
110 1 0.25 65.0000 Pad
111  13.49141372  144.81084334
111  13.49196766  144.81204847
111  13.49230400  144.81188987
113  13.49197355  144.81117922
110 1 0.25 155.0000 Pad
111  13.47793687  144.78719566
111  13.47737584  144.78594528
111  13.47713095  144.78606443
111  13.47715790  144.78612089
111  13.47676834  144.78630840
113  13.47724493  144.78754854
130 Airport Boundary
111  13.47983091  144.77879415
111  13.47585718  144.77814896
111  13.47506125  144.78433775
111  13.47523309  144.78546184
111  13.47723940  144.78936823
111  13.47749568  144.79177768
111  13.47693532  144.79673254
111  13.48275983  144.80950029
111  13.48526895  144.80826988
111  13.48929196  144.81627177
111  13.49118471  144.81512045
111  13.49344039  144.82105052
111  13.49392135  144.82178901
111  13.49463047  144.82205962
111  13.49538641  144.82211467
111  13.49672029  144.82115979
111  13.49827268  144.81864661
111  13.49860260  144.81616354
111  13.49638506  144.81150487
111  13.49587250  144.80988591
111  13.49546906  144.80805985
111  13.49129985  144.79965011
111  13.49046185  144.80004867
111  13.48984560  144.79795632
111  13.48748891  144.79267406
111  13.48625877  144.79114547
113  13.48463385  144.78908865
120 RH
111  13.47819511  144.78427362 54
111  13.47843182  144.78478006
111  13.47897338  144.78597320 54
111  13.47906216  144.78616589
111  13.48353348  144.79597180 54
111  13.48362093  144.79616244
111  13.48581706  144.80098104 54
111  13.48590452  144.80117167
111  13.48734246  144.80432575 54
111  13.48751394  144.80469934
111  13.48969919  144.80949651 54
115  13.48987183  144.80986925
120 RH
111  13.48952867  144.81003798 54
111  13.48935699  144.80966452
111  13.48717125  144.80486984 54
111  13.48700230  144.80449401
111  13.48556486  144.80134972 54
111  13.48547744  144.80115620
111  13.48328128  144.79634049 54
111  13.48319386  144.79614696
111  13.47872025  144.78633676 54
111  13.47863176  144.78614271
111  13.47809164  144.78496287 54
115  13.47783958  144.78441024
120 RH
111  13.48412828  144.80181855 54
111  13.48421956  144.80201821
111  13.48576389  144.80534832 54
115  13.48584750  144.80553664
120 RH
111  13.49139887  144.80984504 54
111  13.49142207  144.80964025 54
111  13.49151487  144.80944938
111  13.48897868  144.80407532 54
111  13.48879621  144.80366154
111  13.48850145  144.80347630 54
111  13.48871024  144.80315221
111  13.48733594  144.80067328 54
111  13.48711721  144.80018636
111  13.48503167  144.79562650 54
111  13.48482220  144.79516076
111  13.48271954  144.79057387 54
111  13.48250261  144.79010586
111  13.47977387  144.78413475 54
111  13.47951692  144.78358926
111  13.47859914  144.78157348 54
115  13.47842505  144.78118140
120 TH
111  13.48082799  144.79703993 55
111  13.48066578  144.79711747 55
111  13.48057506  144.79716084 55
111  13.48078096  144.79761179 55
111  13.48086159  144.79756849
111  13.48292242  144.80230815 55
115  13.48419177  144.80507660
120 TH
111  13.49207419  144.81005942 52
111  13.49217038  144.80981475
111  13.49378029  144.81055005 52
111  13.49367202  144.81035783
111  13.49221188  144.80874167 52
111  13.49238982  144.80863423
111  13.49019251  144.80494860 52
111  13.49038167  144.80484600
111  13.48772605  144.80105009 52
111  13.48793578  144.80094555
111  13.48728485  144.79952084 52
111  13.48707822  144.79962239
111  13.48542289  144.79601045 52
111  13.48563459  144.79590887
111  13.48498167  144.79447980 52
111  13.48477130  144.79459075
111  13.48310943  144.79095469 52
111  13.48331987  144.79084258
111  13.48267891  144.78943968 52
111  13.48245815  144.78954215
111  13.48085507  144.78610231 56
115  13.48115281  144.78595519
120 TH
111  13.48846556  144.80260517 55
111  13.48865284  144.80251500 55
111  13.48884984  144.80242014 55
115  13.48818260  144.80091996
120 TL
111  13.49029826  144.80942120 51
111  13.48978683  144.80966993
111  13.48977421  144.80967607 51 59
111  13.48963067  144.80974588 51 59
111  13.48944508  144.80983614
111  13.48942882  144.80984345 51
115  13.48914628  144.80998067
120 TL
111  13.49334156  144.81049748 51
111  13.49221370  144.80997801 51
111  13.49202017  144.80988887 51 59
111  13.49174748  144.80976328 51 59
111  13.49144366  144.80962335
111  13.49142138  144.80961308 51
111  13.49138319  144.80959549 51
111  13.49069838  144.80929412 51
112  13.49032868  144.80893367  13.49019637  144.80867516
111  13.49032868  144.80893367 51
115  13.49009519  144.80842317
120 TL
111  13.48938014  144.80382748 51 59
112  13.48907512  144.80378349  13.48892396  144.80382506
111  13.48907512  144.80378349 51 59
111  13.48889750  144.80387332
111  13.48888632  144.80387898 51
111  13.48847712  144.80408593
111  13.48777614  144.80434174 51
111  13.48743464  144.80450859
111  13.48742141  144.80451505 51 59
111  13.48709380  144.80467510
111  13.48707793  144.80468286 51
111  13.48676300  144.80483672
111  13.48620196  144.80524219 51
111  13.48581049  144.80543600
111  13.48579554  144.80544340 51 59
111  13.48570842  144.80548653
112  13.48570842  144.80548653  13.48558073  144.80554040 51 59
111  13.48540001  144.80556484
112  13.48540001  144.80556484  13.48477665  144.80555075 51
115  13.48456572  144.80504074
120 TL
111  13.49006471  144.80449045 51
111  13.48988877  144.80425499 51
111  13.48938014  144.80382748 51
111  13.48921375  144.80370654 51 59
111  13.48863401  144.80328515
111  13.48862069  144.80327547 51
115  13.48807080  144.80287577
120 TL
111  13.48752431  144.80027008 51 59
111  13.48723301  144.80041877
111  13.48721594  144.80042750 51
111  13.48689361  144.80059241
111  13.48637463  144.80081988 51
111  13.48586385  144.80107476
111  13.48585755  144.80107791 51 59
111  13.48552150  144.80124560
111  13.48551433  144.80124918 51
111  13.48508351  144.80146417
111  13.48462183  144.80168226 51
111  13.48417575  144.80190812
111  13.48416745  144.80191232 51 59
111  13.48372600  144.80213585 51
111  13.48351122  144.80224461 51
111  13.48314865  144.80242819 51
115  13.48294388  144.80253188
120 TL
111  13.48938014  144.80382748 51
112  13.48872367  144.80289033  13.48839532  144.80232852
111  13.48872367  144.80289033 51
111  13.48861801  144.80265950 51
111  13.48752431  144.80027008 51
111  13.48522130  144.79523871 51
111  13.48291081  144.79019098 51
111  13.48100939  144.78603695
111  13.48100176  144.78602027 51
111  13.47994268  144.78370651 51
111  13.47898295  144.78160978 51 59
112  13.47851658  144.78136656  13.47821459  144.78141173
111  13.47851658  144.78136656
111  13.47850264  144.78137265 51
115  13.47817362  144.78151627
120 TL
